Date,Open,High,Low,Close,Volume
2020-01-01,679.0820584866276,683.1529754590517,673.4901841981465,675.3242797851562,14004468
2020-01-02,676.397899264457,689.3487905881979,676.397899264457,686.8212280273438,17710316
2020-01-03,685.7923126356704,689.6619561224467,681.3187895160008,687.6488647460938,20984698
2020-01-06,679.9767186772816,683.5107670428088,670.13493269889,671.70068359375,24519177
2020-01-07,679.5292597584985,686.4632732386915,677.0688284082713,682.0344848632812,16683622
2020-01-08,677.7399630034671,686.440941615489,675.5032015883575,676.912353515625,16047902
2020-01-09,688.2975058097518,693.3973052036212,685.0094646794911,692.5026245117188,14982742
2020-01-10,694.2472957890357,696.9537946408119,688.7672268918529,692.3460693359375,12478359
2020-01-13,691.182918802657,697.2892636445985,688.2080160085029,690.5789794921875,18282382
2020-01-14,688.9238735459851,693.3973970480666,680.80443615396,684.1819458007812,15816535
2020-01-15,687.0672990416617,688.8790573291237,679.1938699492092,681.6990356445312,15817859
2020-01-16,684.0028644434916,690.4223472080394,683.5554644082378,687.9842529296875,12847975
2020-01-17,694.9629812164561,709.0322217924195,694.8287791271389,707.2651977539062,29463471
2020-01-20,719.7911481994419,719.7911481994419,682.839761284159,685.5015258789062,32545850
2020-01-21,683.8239827310947,691.5408127343894,680.8714169985212,686.1949462890625,18922720
2020-01-22,690.71323780845,691.9434536836012,684.9423678831845,685.9489135742188,10322817
2020-01-23,687.3580618125278,689.796156393504,680.2899048582964,683.0411376953125,11247739
2020-01-24,683.1082008428737,687.2909825261135,679.3280852091012,680.670166015625,14628445
2020-01-27,677.6952802850295,681.9674704241261,673.2664314282462,673.9598388671875,13387750
2020-01-28,674.8768456496997,675.5031818296184,654.7459935025485,658.3919067382812,24532236
2020-01-29,659.4208703121658,668.5245158029838,654.9473470644701,662.0155639648438,24746565
2020-01-30,661.6352224321117,661.9483606637074,644.1884717288344,645.8660278320312,22402689
2020-01-31,650.0040116804691,650.1158766250334,629.5152871221561,631.5059814453125,34750310
2020-02-03,612.8290505582687,626.2720164126083,609.7646795449248,619.8077392578125,30712290
2020-02-04,626.2944683932873,640.8334506433561,625.3103194337559,638.1046142578125,25383901
2020-02-05,641.9068982608502,649.9145288544571,639.849132797698,647.9909057617188,18472100
2020-02-06,650.4961469348968,656.26695662953,644.2332031533095,652.1513061523438,15538577
2020-02-07,649.109342186217,649.7132815022266,638.9544179355763,641.3477783203125,12209212
2020-02-10,638.8201869242226,646.6488813487252,630.9691553464403,642.2200927734375,15142476
2020-02-11,647.4989123607826,655.9091502920886,646.4476326193693,649.8922729492188,13999816
2020-02-12,651.4133311627777,659.7788355859949,650.8988598376147,657.7433471679688,13533565
2020-02-13,661.0760000110254,661.0760000110254,654.2985851368666,659.4655151367188,13565659
2020-02-14,660.8523610746443,671.6782959370149,650.0487633667867,665.4824829101562,21227841
2020-02-17,666.108801931165,673.7808982963232,659.5327193324579,661.2997436523438,13149130
2020-02-18,660.248435272722,660.248435272722,651.9723999060855,656.4459228515625,11127161
2020-02-19,661.7918138192991,673.9150960904617,659.8905874009041,672.7296142578125,14084409
2020-02-20,669.687583672214,674.6084467350322,663.7825121618259,664.7443237304688,16892268
2020-02-24,657.4972328720769,660.7405401434429,643.9871953423907,646.4028930664062,21370214
2020-02-25,649.2883120922913,649.2883120922913,630.7678836964259,633.6309814453125,27745062
2020-02-26,630.7678804610105,631.8191601622372,620.6353526146177,622.7155151367188,29362748
2020-02-27,620.9260041253467,623.5206972699094,612.4262996742075,620.1431884765625,25054993
2020-02-28,606.1186837322065,607.0581581658521,592.7428492925397,594.3756713867188,39315769
2020-03-02,606.2081680239584,612.426378055896,582.0511321802886,588.7838134765625,29500495
2020-03-03,594.8454135797672,605.6713484615526,591.4007735026032,600.7280883789062,27398798
2020-03-04,604.821435403794,605.6266480626504,585.0931280116588,599.3189697265625,22105261
2020-03-05,604.9108873026663,607.4831839260905,584.2431656944867,586.5470581054688,30510390
2020-03-06,568.1384140570675,576.2579099445863,555.2099199542964,568.5857543945312,33734039
2020-03-09,554.7401888514859,555.1651920392663,489.85165057435484,498.41845703125,88187018
2020-03-11,495.6672390040311,527.183262933386,495.6672390040311,516.044189453125,59578576
2020-03-12,485.37810154536595,492.5357258130127,469.1391701914128,475.53631591796875,55970485
2020-03-13,446.45838815033005,509.98250923399024,421.58557799627334,494.4593811035156,73297403
2020-03-16,474.4403385952524,483.00714524632815,449.58986531183916,454.3765563964844,38482258
2020-03-17,468.4905324264047,474.19430109253625,448.7846523850041,450.93194580078125,45445979
2020-03-18,458.6711544738802,463.41311163950786,429.9063628131876,433.2615051269531,44730415
2020-03-19,411.60959642106957,432.5904563115507,399.128442171934,410.53594970703125,61404010
2020-03-20,420.28825049021884,462.9657459489258,416.0383975453142,455.38311767578125,63360475
2020-03-23,409.8648302373578,424.9853792501643,391.72467468717616,395.4824523925781,40670949
2020-03-24,416.0383584084689,433.93247910305325,400.7389011910396,422.03289794921875,45734887
2020-03-25,431.15893082862937,515.1494403179707,430.91289363718744,484.14788818359375,73130298
2020-03-26,490.209558827126,499.64870950698065,466.29852893357656,476.9678955078125,45744488
2020-03-27,489.8516259919914,495.3540612398386,468.02079126607595,476.6994323730469,41657940
2020-03-30,465.51562917935905,480.81508630927294,456.30014975804846,460.9749755859375,30229866
2020-03-31,480.4348787671312,505.41952430798887,468.8260681247117,498.2395324707031,44292810
2020-04-01,502.04201634176945,503.09329603601816,467.5734864710347,483.3426818847656,41597459
2020-04-03,507.49975757793965,507.49975757793965,472.53909292167856,482.0006103515625,41367807
2020-04-07,493.0278714782651,543.086660841312,492.08842686836795,539.5526123046875,54373624
2020-04-08,527.8766166035285,549.7969487728319,518.929571501776,533.3119506835938,49880330
2020-04-09,543.0866484415843,551.4968858405396,533.6922622821191,545.7484130859375,33032857
2020-04-13,538.5908487718674,543.5341094585195,527.8767178037374,531.9700317382812,23673784
2020-04-15,535.5040393591676,552.928454098454,511.32460598764607,514.3889770507812,35321842
2020-04-16,514.3889890858135,531.2094648682425,512.2193584197375,522.5308227539062,37455706
2020-04-17,543.9812768401964,550.2442195651657,533.5355534318544,547.56005859375,33269335
2020-04-20,548.4548889228998,562.3227974116861,537.7184224485133,556.4177856445312,36030932
2020-04-21,541.2972622124873,560.0860954670951,520.719067459836,553.5324096679688,61371628
2020-04-22,590.5061043699907,619.5393292310587,581.5590584712065,610.0106811523438,142683366
2020-04-23,611.6882791292506,619.9643142606366,605.4029383592604,613.2763671875,65464502
2020-04-24,603.993843697594,668.7705820869983,602.674159716329,633.8994140625,134986308
2020-04-27,641.5043146604703,659.8458058753123,636.5834515375906,639.6030883789062,58482901
2020-04-28,648.6620459031445,651.1000807620374,622.7826591494636,638.8873901367188,78453401
2020-04-29,646.3804296711473,650.2947467333179,635.2412982789344,638.3504028320312,37494672
2020-04-30,650.4290406318744,668.770532341543,643.3161499559969,655.8196411132812,71345899
2020-05-04,644.1885533507939,655.3723616641694,634.100699124361,642.041259765625,53456868
2020-05-05,650.3171635725639,661.6351717003255,647.4093321949724,653.4262084960938,44903763
2020-05-06,654.9250164824371,664.2970662951958,646.6489804736161,653.4711303710938,40489094
2020-05-07,650.8987749292127,677.1360326646604,646.4252520396666,674.1387329101562,50026966
2020-05-08,691.1605298647231,706.7731256998821,687.6264217526766,698.6760864257812,84262770
2020-05-11,706.817841580586,722.475230772329,703.3732613494101,705.3863525390625,67085063
2020-05-12,700.0181429966896,701.6062908611085,655.372320874391,661.7470703125,100683202
2020-05-13,689.5833490177412,689.5833490177412,656.6169951579172,675.7871704101562,66430125
2020-05-14,663.3909205122524,675.9000855316069,645.8013667337839,648.4657592773438,49266771
2020-05-15,652.101104371265,662.3523056062347,639.0500542508714,659.0556640625,62152260
2020-05-18,663.8425028264256,669.2615916574534,644.8755724678133,650.6333618164062,62796089
2020-05-19,657.9718098763932,660.0943173105137,633.6986696085636,636.2501220703125,42315854
2020-05-20,636.7468651669092,653.3881033587526,629.0697531498768,647.4496459960938,55320985
2020-05-21,648.0367682176926,659.981412669229,643.5208404585119,650.8592529296875,39167981
2020-05-22,655.6235549779989,658.4234038155449,644.1982199074185,646.478759765625,37828973
2020-05-26,653.9752489639468,654.6752261523151,639.5919719683144,643.0918579101562,33216635
2020-05-27,646.2303793438942,656.61703698639,637.6501047337907,652.8010864257812,35667956
2020-05-28,657.0686489767882,668.2455885276171,654.3591041621977,664.858642578125,40126278
2020-05-29,662.9393746004914,664.7457577060809,656.007450356248,661.3136596679688,40022527
2020-06-01,668.3585186853417,694.7090163146383,666.5295595380629,686.580322265625,39943702
2020-06-02,689.1317954741431,695.4541060723005,686.7834677262479,693.51220703125,22153960
2020-06-03,697.712053268636,704.4859445214847,692.4509368094127,696.19921875,25381289
2020-06-04,697.2604674305974,717.8080227909754,695.9057249087699,713.4275512695312,34202350
2020-06-05,720.291708575871,730.6783659768879,710.6727564801458,714.2855224609375,33076685
2020-06-08,730.8590266524802,730.8590266524802,706.7439184964705,708.7760620117188,31414953
2020-06-09,704.6214390965813,714.8726404733965,692.29294201313,694.1670532226562,25857161
2020-06-10,696.8540614537437,713.3146942802665,695.4767428311673,709.972900390625,22132647
2020-06-11,707.1954823716251,708.0760679196416,691.3897362648564,694.4154052734375,20385805
2020-06-12,677.3903002260765,719.3885083960947,676.0354981246212,717.4918212890625,38548899
2020-06-15,706.7439674657269,734.7201801016447,704.9827364804711,729.1204223632812,53107403
2020-06-16,741.9683047604242,744.4746053701579,715.9112952066059,730.54296875,51187003
2020-06-17,726.2753520321108,738.5586972066078,723.4980791176175,729.481689453125,41782053
2020-06-18,725.7109163120687,751.9033224812283,725.0786672829803,747.7938232421875,40471557
2020-06-19,754.1613131856782,807.810625482609,750.5486065093829,794.5338134765625,105804173
2020-06-22,800.8559685231744,814.7650268662464,783.5147529061562,788.550048828125,60198705
2020-06-23,790.2887548472605,796.4981855618333,774.9797401799827,777.1473999023438,37962078
2020-06-24,783.9212306484618,800.5398941664224,772.9926883895107,780.285888671875,51586221
2020-06-25,779.9020403666149,789.8371168459703,773.6023058840819,775.7925415039062,39679374
2020-06-26,780.7149415817722,791.1919028764127,775.3860969939733,786.5178833007812,30921913
