Date,Open,High,Low,Close,Volume
2020-01-01,36.74800109863281,36.74800109863281,36.74800109863281,36.74800109863281,0
2020-01-02,36.91469955444336,36.91469955444336,36.91469955444336,36.91469955444336,0
2020-01-03,36.962100982666016,36.962100982666016,36.962100982666016,36.962100982666016,0
2020-01-06,36.80099868774414,36.80099868774414,36.80099868774414,36.80099868774414,0
2020-01-07,36.88970184326172,36.88970184326172,36.88970184326172,36.88970184326172,0
2020-01-08,36.98270034790039,36.98270034790039,36.98270034790039,36.98270034790039,0
2020-01-09,37.13949966430664,37.13949966430664,37.13949966430664,37.13949966430664,0
2020-01-10,37.10020065307617,37.10020065307617,37.10020065307617,37.10020065307617,0
2020-01-13,37.225399017333984,37.225399017333984,37.225399017333984,37.225399017333984,0
2020-01-14,37.19559860229492,37.19559860229492,37.19559860229492,37.19559860229492,0
2020-01-15,37.187599182128906,37.187599182128906,37.187599182128906,37.187599182128906,0
2020-01-16,37.227298736572266,37.227298736572266,37.227298736572266,37.227298736572266,0
2020-01-17,37.25600051879883,37.25600051879883,37.25600051879883,37.25600051879883,0
2020-01-20,37.13650131225586,37.13650131225586,37.13650131225586,37.13650131225586,0
2020-01-21,37.08689880371094,37.08689880371094,37.08689880371094,37.08689880371094,0
2020-01-22,37.13309860229492,37.13309860229492,37.13309860229492,37.13309860229492,0
2020-01-23,37.28020095825195,37.28020095825195,37.28020095825195,37.28020095825195,0
2020-01-24,37.399200439453125,37.399200439453125,37.399200439453125,37.399200439453125,0
2020-01-27,37.371700286865234,37.371700286865234,37.371700286865234,37.371700286865234,0
2020-01-28,37.2588996887207,37.2588996887207,37.2588996887207,37.2588996887207,0
2020-01-29,37.29779815673828,37.29779815673828,37.29779815673828,37.29779815673828,0
2020-01-30,37.198001861572266,37.198001861572266,37.198001861572266,37.198001861572266,0
2020-01-31,37.12950134277344,37.12950134277344,37.12950134277344,37.12950134277344,0
2020-02-03,36.87839889526367,36.87839889526367,36.87839889526367,36.87839889526367,0
2020-02-04,37.13859939575195,37.13859939575195,37.13859939575195,37.13859939575195,0
2020-02-05,37.239601135253906,37.239601135253906,37.239601135253906,37.239601135253906,0
2020-02-06,37.41379928588867,37.41379928588867,37.41379928588867,37.41379928588867,0
2020-02-07,37.43069839477539,37.43069839477539,37.43069839477539,37.43069839477539,0
2020-02-10,37.33580017089844,37.33580017089844,37.33580017089844,37.33580017089844,0
2020-02-11,37.38359832763672,37.38359832763672,37.38359832763672,37.38359832763672,0
2020-02-12,37.460201263427734,37.460201263427734,37.460201263427734,37.460201263427734,0
2020-02-13,37.54309844970703,37.54309844970703,37.54309844970703,37.54309844970703,0
2020-02-14,37.44620132446289,37.44620132446289,37.44620132446289,37.44620132446289,0
2020-02-17,37.39659881591797,37.39659881591797,37.39659881591797,37.39659881591797,0
2020-02-18,37.3650016784668,37.3650016784668,37.3650016784668,37.3650016784668,0
2020-02-19,37.58000183105469,37.58000183105469,37.58000183105469,37.58000183105469,0
2020-02-20,37.55939865112305,37.55939865112305,37.55939865112305,37.55939865112305,0
2020-02-24,37.49530029296875,37.49530029296875,37.49530029296875,37.49530029296875,0
2020-02-25,37.34469985961914,37.34469985961914,37.34469985961914,37.34469985961914,0
2020-02-26,37.21689987182617,37.21689987182617,37.21689987182617,37.21689987182617,0
2020-02-27,37.17729949951172,37.17729949951172,37.17729949951172,37.17729949951172,0
2020-02-28,36.702598571777344,36.702598571777344,36.702598571777344,36.702598571777344,0
