Date,Open,High,Low,Close,Volume
2020-01-01,308.8332487236844,309.98664444171567,306.4803045634555,308.6025695800781,17379320
2020-01-02,308.64872998121456,313.5852698593665,307.58761142923834,313.0777587890625,20324236
2020-01-03,311.83203687260374,311.83203687260374,306.34186270803303,307.9104919433594,21853208
2020-01-06,306.06513166169526,306.06513166169526,293.14709824121627,294.34661865234375,35645325
2020-01-07,299.3753901478996,301.7283060414742,291.0247886357111,293.7929382324219,50966826
2020-01-08,287.9798764159189,296.65340742418846,286.9648824538806,295.08477783203125,44527485
2020-01-09,301.6360788336655,305.78830391807867,299.88292276317344,304.6810607910156,40348407
2020-01-10,305.41917512432985,311.8320663490293,302.7433027867774,306.57257080078125,42377838
2020-01-13,308.1873667652825,309.5253171960085,303.6199080001898,305.18853759765625,23615129
2020-01-14,304.31191003749075,306.0650940276739,301.26695665499057,302.6510314941406,26296117
2020-01-15,303.5737607745639,303.75831535781407,297.4377010290209,299.19085693359375,32625740
2020-01-16,298.96018291291193,301.63605546149,297.4377061317448,298.31427001953125,26653623
2020-01-17,288.81030599726074,298.49883063934135,286.13443339459667,293.42388916015625,58396326
2020-01-20,296.19204886855596,296.60728263060093,289.1793965968618,289.7330322265625,30682902
2020-01-21,289.5484564076811,292.455036210801,287.8875777993918,289.4562072753906,30591772
2020-01-22,292.5011420804446,292.5011420804446,289.4561887735207,291.7168273925781,24994911
2020-01-23,291.578444619568,299.69833940863447,289.8714132834927,298.2220153808594,33293610
2020-01-24,298.4988037824658,302.0051154071618,296.33041425918634,299.00628662109375,22706879
2020-01-27,296.099751617364,297.114745510239,291.3938913206351,291.76300048828125,23309355
2020-01-28,293.3777951838806,295.26935321427766,287.0110272279339,290.748046875,26488426
2020-01-29,293.2854804851197,294.99251184755826,291.1632153840342,291.9936828613281,23914114
2020-01-30,292.2705044083018,292.2705044083018,282.0283437680185,286.6880798339844,35802330
2020-01-31,289.4562375584843,296.83797109485283,284.75037679723357,293.8391418457031,92656638
2020-02-03,279.583103376579,283.13556758265054,272.52432768551967,275.0617980957031,56060158
2020-02-04,279.4908940313696,283.78152122700095,274.13914821990596,282.5820007324219,51141567
